选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 -2% 日期,触发 -4% 日期,达到 +10% 天数,触发顺序
2025-07-11,5,603933,睿能科技,94.5%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,16.1,17.37,+7.89%,+10.31%,第42天,2025-08-25,45,2025-08-22,-,-,第42天,-
2025-07-11,6,688518,联赢激光,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,19.91,22.0,+10.50%,+21.30%,第38天,2025-08-25,45,2025-07-21,-,-,第10天,-
2025-07-11,7,688392,骄成超声,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,67.125,83.285,+24.07%,+37.04%,第26天,2025-08-25,45,2025-07-18,-,-,第7天,-
2025-07-11,8,603069,海汽集团,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,20.95,20.76,-0.91%,+18.23%,第14天,2025-08-25,45,2025-07-21,2025-07-15,-,第10天,"('neg2pct', '10pct')"
2025-07-11,9,300093,*ST金刚,94.2%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,10.524,11.924,+13.30%,+28.28%,第32天,2025-08-25,45,2025-07-24,-,-,第13天,-
2025-07-11,10,688049,炬芯科技,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,48.479,57.781,+19.19%,+27.03%,第45天,2025-08-25,45,2025-08-14,2025-07-15,2025-07-15,第34天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-14,1,688518,联赢激光,96.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,19.98,23.71,+18.67%,+24.42%,第44天,2025-08-28,45,2025-07-21,2025-07-15,-,第7天,"('neg2pct', '10pct')"
2025-07-14,2,000881,中广核技,94.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,8.49,7.91,-6.83%,+3.30%,第0天,2025-08-28,45,-,2025-07-15,2025-07-15,-,"('neg2pct', 'neg4pct')"
2025-07-14,3,688129,东来技术,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,26.65,24.45,-8.26%,+12.50%,第30天,2025-08-28,45,2025-08-13,2025-07-21,2025-07-21,第30天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-14,4,605123,派克新材,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,76.98,72.1,-6.34%,+5.61%,第4天,2025-08-28,45,-,2025-07-23,2025-07-29,-,"('neg2pct', 'neg4pct')"
2025-07-14,5,600879,航天电子,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,10.02,11.68,+16.57%,+21.36%,第42天,2025-08-28,45,2025-08-05,2025-08-01,-,第22天,"('neg2pct', '10pct')"
2025-07-14,6,688183,生益电子,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,46.403,79.303,+70.90%,+73.55%,第45天,2025-08-28,45,2025-07-17,-,-,第3天,-
2025-07-14,7,301007,德迈仕,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,29.73,49.48,+66.43%,+68.52%,第37天,2025-08-28,45,2025-07-21,-,-,第7天,-
2025-07-14,8,688049,炬芯科技,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,48.154,63.051,+30.94%,+39.64%,第44天,2025-08-28,45,2025-08-14,2025-07-15,2025-07-15,第31天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-14,9,603773,沃格光电,93.8%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,24.07,34.32,+42.58%,+42.58%,第45天,2025-08-28,45,2025-07-29,2025-07-24,-,第15天,"('neg2pct', '10pct')"
2025-07-14,10,300943,春晖智控,93.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.95,17.51,+17.12%,+39.67%,第25天,2025-08-28,45,2025-08-05,2025-07-15,-,第22天,"('neg2pct', '10pct')"
2025-07-15,1,002528,ST英飞拓,96.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.98,2.95,-1.01%,+2.68%,第42天,2025-08-29,45,-,2025-07-15,2025-07-22,-,"('neg2pct', 'neg4pct')"
2025-07-15,2,300409,道氏技术,96.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,15.58,21.49,+37.93%,+47.63%,第41天,2025-08-29,45,2025-07-24,-,-,第9天,-
2025-07-15,3,688361,中科飞测,95.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,80.63,99.62,+23.55%,+29.02%,第43天,2025-08-29,45,2025-07-24,2025-07-22,-,第9天,"('neg2pct', '10pct')"
2025-07-15,4,002565,顺灏股份,95.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,6.42,7.59,+18.22%,+41.43%,第31天,2025-08-29,45,2025-07-28,2025-07-15,-,第13天,"('neg2pct', '10pct')"
2025-07-15,5,300035,中科电气,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.36,21.2,+29.58%,+35.45%,第45天,2025-08-29,45,2025-08-13,2025-08-04,-,第29天,"('neg2pct', '10pct')"
2025-07-15,6,688170,德龙激光,94.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,25.53,38.86,+52.21%,+70.19%,第22天,2025-08-29,45,2025-07-17,2025-07-15,-,第2天,"('neg2pct', '10pct')"
2025-07-15,7,002425,凯撒文化,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,3.17,3.68,+16.09%,+19.87%,第43天,2025-08-29,45,2025-08-21,2025-07-23,2025-07-31,第37天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-15,8,002685,华东重机,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.28,8.93,+22.66%,+44.23%,第43天,2025-08-29,45,2025-07-31,-,-,第16天,-
2025-07-15,9,688521,芯原股份,93.9%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,85.54,183.6,+114.64%,+114.64%,第59天,2025-09-12,45,2025-07-28,-,-,第13天,-
2025-07-15,10,300682,朗新科技,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,20.9,25.04,+19.81%,+26.51%,第42天,2025-08-29,45,2025-08-18,2025-07-16,2025-07-23,第34天,"('neg2pct', 'neg4pct', '10pct')"
2025-07-16,1,002565,顺灏股份,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,6.4,7.51,+17.34%,+41.87%,第30天,2025-09-01,45,2025-07-28,2025-07-16,-,第12天,"('neg2pct', '10pct')"
2025-07-16,2,301626,苏州天脉,95.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,105.43,146.0,+38.48%,+71.33%,第35天,2025-09-01,45,2025-07-21,-,-,第5天,-
2025-07-16,3,000553,安道麦A,95.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,6.81,7.01,+2.94%,+10.43%,第9天,2025-09-01,45,2025-07-25,2025-08-28,-,第9天,"('10pct', 'neg2pct')"
2025-07-16,4,002528,ST英飞拓,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.99,2.94,-1.67%,+2.34%,第41天,2025-09-01,45,-,2025-07-17,2025-07-22,-,"('neg2pct', 'neg4pct')"
2025-07-16,5,002414,高德红外,94.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,10.04,12.45,+24.00%,+36.25%,第23天,2025-09-01,45,2025-07-22,-,-,第6天,-
2025-07-16,6,002316,亚联发展,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.15,6.1,+18.45%,+31.46%,第42天,2025-09-01,45,2025-08-12,2025-07-17,-,第27天,"('neg2pct', '10pct')"
2025-07-16,7,605028,世茂能源,94.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,18.91,22.5,+18.98%,+70.33%,第40天,2025-09-01,45,2025-08-07,2025-07-23,-,第22天,"('neg2pct', '10pct')"
2025-07-16,8,688591,泰凌微,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,45.77,58.47,+27.75%,+38.65%,第47天,2025-09-01,45,2025-08-12,2025-07-25,-,第27天,"('neg2pct', '10pct')"
