选股日期,排名,代码,名称,相似度,匹配案例,匹配案例描述,匹配日期,类型,推荐理由,买入价,卖出价,涨跌幅,最大涨幅,最大涨幅天数,卖出日期,持有天数,触发 +10% 日期,触发 -2% 日期,触发 -4% 日期,达到 +10% 天数,触发顺序
2025-08-11,2,600602,云赛智联,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,21.8,21.45,-1.61%,+13.21%,第16天,2025-09-25,45,2025-08-25,2025-09-03,2025-09-03,第14天,"('10pct', 'neg2pct', 'neg4pct')"
2025-08-11,3,688076,ST诺泰,94.4%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,46.61,40.93,-12.19%,+1.80%,第7天,2025-09-25,45,-,2025-08-12,2025-08-14,-,"('neg2pct', 'neg4pct')"
2025-08-11,4,603171,税友股份,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,49.21,51.95,+5.57%,+33.10%,第14天,2025-09-25,45,2025-08-19,2025-08-11,-,第8天,"('neg2pct', '10pct')"
2025-08-11,5,300940,南极光,94.3%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,27.6,28.84,+4.49%,+17.57%,第10天,2025-09-25,45,2025-08-19,-,-,第8天,-
2025-08-11,6,600418,江淮汽车,94.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,47.59,52.83,+11.01%,+23.58%,第35天,2025-09-25,45,2025-08-22,2025-08-11,-,第11天,"('neg2pct', '10pct')"
2025-08-11,7,002629,仁智股份,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.55,7.4,-1.99%,+4.37%,第38天,2025-09-25,45,-,2025-08-13,2025-08-14,-,"('neg2pct', 'neg4pct')"
2025-08-11,8,688222,成都先导,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,22.94,24.39,+6.32%,+32.00%,第24天,2025-09-25,45,2025-08-28,2025-08-11,2025-08-12,第17天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-11,9,002362,汉王科技,93.8%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,25.39,24.85,-2.13%,+7.13%,第38天,2025-09-25,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-11,10,688160,步科股份,93.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,93.76,104.9,+11.88%,+18.14%,第44天,2025-09-25,45,2025-09-16,2025-08-14,2025-08-28,第36天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-08,1,300811,铂科新材,97.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,54.79,77.2,+40.90%,+50.57%,第25天,2025-09-22,45,2025-08-13,-,-,第5天,-
2025-08-08,2,600183,生益科技,96.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,39.42,59.1,+49.92%,+51.07%,第45天,2025-09-22,45,2025-08-15,-,-,第7天,-
2025-08-08,3,601208,东材科技,96.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,16.13,22.68,+40.61%,+43.21%,第45天,2025-09-22,45,2025-08-13,2025-08-08,-,第5天,"('neg2pct', '10pct')"
2025-08-08,4,688238,和元生物,95.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.65,8.1,+5.88%,+20.26%,第11天,2025-09-22,45,2025-08-18,2025-08-12,-,第10天,"('neg2pct', '10pct')"
2025-08-08,5,688658,悦康药业,95.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,31.04,23.99,-22.71%,+14.59%,第11天,2025-09-22,45,2025-08-18,2025-08-08,2025-08-12,第10天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-08,6,300291,百纳千成,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.1,6.62,+8.52%,+20.66%,第10天,2025-09-22,45,2025-08-18,2025-09-04,-,第10天,"('10pct', 'neg2pct')"
2025-08-08,7,300803,指南针,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,87.12,161.13,+84.95%,+105.38%,第40天,2025-09-22,45,2025-08-13,-,-,第5天,-
2025-08-08,8,002826,易明医药,94.8%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,20.74,20.13,-2.94%,+29.36%,第12天,2025-09-22,45,2025-08-12,2025-08-28,2025-08-28,第4天,"('10pct', 'neg2pct', 'neg4pct')"
2025-08-08,9,000717,中南股份,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.96,2.81,-5.07%,+1.69%,第3天,2025-09-22,45,-,2025-08-14,2025-08-15,-,"('neg2pct', 'neg4pct')"
2025-08-08,10,600379,宝光股份,94.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,13.146,12.766,-2.89%,+7.68%,第42天,2025-09-22,45,-,2025-08-21,2025-08-22,-,"('neg2pct', 'neg4pct')"
2025-08-12,1,002599,盛通股份,95.3%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,9.12,8.42,-7.68%,+6.14%,第7天,2025-09-26,45,-,2025-08-14,2025-09-02,-,"('neg2pct', 'neg4pct')"
2025-08-12,2,002362,汉王科技,94.8%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,25.16,24.07,-4.33%,+8.11%,第37天,2025-09-26,45,-,2025-08-28,2025-09-02,-,"('neg2pct', 'neg4pct')"
2025-08-12,3,688519,南亚新材,94.7%,case_001 (华纳药厂),杯型整理+缩量+J值低位,2025-05-12,科创板,匹配case_001: 华纳药厂 - 杯型整理+缩量+J值低位,44.4,71.0,+59.91%,+98.20%,第37天,2025-09-26,45,2025-08-15,2025-08-12,-,第3天,"('neg2pct', '10pct')"
2025-08-12,4,301237,和顺科技,94.6%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,38.84,51.5,+32.60%,+38.31%,第44天,2025-09-26,45,2025-09-08,2025-08-12,2025-08-28,第27天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-12,5,603918,金桥信息,94.5%,case_006 (国轩高科),靠近短期趋势线+量能平稳+J值低位,2025-08-04,中小板,匹配case_006: 国轩高科 - 靠近短期趋势线+量能平稳+J值低位,19.75,17.94,-9.16%,+7.19%,第15天,2025-09-26,45,-,2025-08-14,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-12,6,002527,新时达,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.85,19.74,+17.15%,+29.73%,第36天,2025-09-26,45,2025-09-11,2025-08-28,2025-08-28,第30天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-12,7,002422,科伦药业,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,36.295,36.775,+1.32%,+14.60%,第21天,2025-09-26,45,2025-09-01,2025-08-29,2025-09-11,第20天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-12,8,688368,晶丰明源,94.4%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,90.72,115.5,+27.31%,+32.83%,第44天,2025-09-26,45,2025-08-15,-,-,第3天,-
2025-08-12,9,603171,税友股份,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,48.67,49.09,+0.86%,+34.58%,第13天,2025-09-26,45,2025-08-19,-,-,第7天,-
2025-08-12,10,002757,南兴股份,94.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,20.29,17.67,-12.91%,+10.20%,第15天,2025-09-26,45,2025-08-27,2025-08-14,2025-08-28,第15天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-13,1,605158,华达新材,97.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,9.27,8.38,-9.60%,+4.64%,第30天,2025-09-29,45,-,2025-08-14,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-13,2,300414,中光防雷,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,14.53,12.1,-16.72%,+3.10%,第0天,2025-09-29,45,-,2025-08-14,2025-08-14,-,"('neg2pct', 'neg4pct')"
2025-08-13,3,002480,新筑股份,94.5%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.19,6.88,-4.31%,+4.03%,第12天,2025-09-29,45,-,2025-08-14,2025-08-14,-,"('neg2pct', 'neg4pct')"
2025-08-13,4,300871,回盛生物,94.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,22.51,20.68,-8.13%,+10.57%,第5天,2025-09-29,45,2025-08-18,2025-08-14,2025-09-03,第5天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-13,5,300205,*ST天喻,94.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,5.25,4.55,-13.33%,+6.10%,第23天,2025-09-29,45,-,2025-08-19,2025-08-19,-,"('neg2pct', 'neg4pct')"
2025-08-13,6,603976,正川股份,94.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,22.11,20.01,-9.50%,+5.74%,第9天,2025-09-29,45,-,2025-08-14,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-13,7,600346,恒力石化,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,15.0,17.0,+13.33%,+19.47%,第19天,2025-09-29,45,2025-08-21,-,-,第8天,-
2025-08-13,8,300930,屹通新材,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,34.61,30.78,-11.07%,+0.40%,第0天,2025-09-29,45,-,2025-08-13,2025-08-14,-,"('neg2pct', 'neg4pct')"
2025-08-13,9,002755,奥赛康,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,26.46,20.16,-23.81%,+3.14%,第1天,2025-09-29,45,-,2025-08-13,2025-08-20,-,"('neg2pct', 'neg4pct')"
2025-08-13,10,002599,盛通股份,93.8%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,9.07,8.37,-7.72%,+6.73%,第6天,2025-09-29,45,-,2025-08-14,2025-09-02,-,"('neg2pct', 'neg4pct')"
2025-08-14,1,603976,正川股份,97.1%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,21.38,20.01,-6.41%,+9.35%,第8天,2025-09-29,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-14,2,002757,南兴股份,96.6%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,19.71,17.93,-9.03%,+13.44%,第13天,2025-09-29,45,2025-08-27,2025-09-02,2025-09-03,第13天,"('10pct', 'neg2pct', 'neg4pct')"
2025-08-14,3,300549,优德精密,96.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,20.54,19.49,-5.11%,+6.38%,第5天,2025-09-29,45,-,2025-08-27,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-14,4,688638,誉辰智能,96.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,39.0,45.8,+17.44%,+45.36%,第25天,2025-09-29,45,2025-08-28,2025-08-27,-,第14天,"('neg2pct', '10pct')"
2025-08-14,5,002225,濮耐股份,95.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.01,5.77,-17.69%,+9.99%,第1天,2025-09-29,45,-,2025-08-25,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-14,6,002570,贝因美,95.5%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,7.06,6.19,-12.32%,+10.76%,第6天,2025-09-29,45,2025-08-20,2025-08-15,2025-09-03,第6天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-14,7,300871,回盛生物,95.2%,case_003 (微芯生物),平台整理+缩量后放量+J值低位,2025-06-20,科创板,匹配case_003: 微芯生物 - 平台整理+缩量后放量+J值低位,21.86,20.68,-5.40%,+13.86%,第4天,2025-09-29,45,2025-08-18,2025-09-05,2025-09-22,第4天,"('10pct', 'neg2pct', 'neg4pct')"
2025-08-14,8,002592,ST八菱,94.9%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,6.91,6.57,-4.92%,+7.09%,第4天,2025-09-29,45,-,2025-08-28,2025-08-29,-,"('neg2pct', 'neg4pct')"
2025-08-14,9,300588,熙菱信息,94.7%,case_009 (新瀚新材),缩量后放量+价格接近短期趋势线+J值中位,2025-08-01,创业板,匹配case_009: 新瀚新材 - 缩量后放量+价格接近短期趋势线+J值中位,18.95,20.22,+6.70%,+20.32%,第5天,2025-09-29,45,2025-08-18,2025-08-20,2025-09-02,第4天,"('10pct', 'neg2pct', 'neg4pct')"
2025-08-14,10,002599,盛通股份,94.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,8.9,8.37,-5.96%,+8.76%,第5天,2025-09-29,45,-,2025-09-02,2025-09-05,-,"('neg2pct', 'neg4pct')"
2025-08-15,1,002012,凯恩股份,95.2%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,6.13,5.52,-9.95%,+3.59%,第6天,2025-09-29,45,-,2025-08-19,2025-08-25,-,"('neg2pct', 'neg4pct')"
2025-08-15,2,002178,延华智能,95.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,7.19,6.57,-8.62%,+10.57%,第12天,2025-09-29,45,2025-08-27,2025-08-15,2025-09-19,第12天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-15,3,688420,美腾科技,95.0%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,26.61,25.09,-5.71%,+5.98%,第10天,2025-09-29,45,-,2025-08-28,2025-09-02,-,"('neg2pct', 'neg4pct')"
2025-08-15,4,688222,成都先导,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,22.46,23.87,+6.28%,+34.82%,第20天,2025-09-29,45,2025-08-28,2025-08-15,-,第13天,"('neg2pct', '10pct')"
2025-08-15,5,300705,九典制药,94.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,17.64,16.49,-6.52%,+17.12%,第6天,2025-09-29,45,2025-08-19,2025-09-11,2025-09-23,第4天,"('10pct', 'neg2pct', 'neg4pct')"
2025-08-15,6,688307,中润光学,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,36.41,37.41,+2.75%,+21.31%,第41天,2025-09-29,45,2025-09-25,2025-08-19,2025-08-26,第41天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-15,7,300581,晨曦航空,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,22.38,16.45,-26.50%,+12.15%,第5天,2025-09-29,45,2025-08-20,2025-08-15,2025-08-22,第5天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-15,8,605158,华达新材,94.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,9.08,8.38,-7.71%,+6.83%,第28天,2025-09-29,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-15,9,300142,沃森生物,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,12.82,11.5,-10.30%,+5.85%,第10天,2025-09-29,45,-,2025-08-28,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-15,10,688708,佳驰科技,93.9%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,75.43,67.9,-9.98%,+13.69%,第17天,2025-09-29,45,2025-08-29,2025-08-15,2025-09-05,第14天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-18,1,603681,永冠新材,95.6%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,15.98,16.5,+3.25%,+11.45%,第2天,2025-10-09,45,2025-08-20,2025-08-28,2025-08-28,第2天,"('10pct', 'neg2pct', 'neg4pct')"
2025-08-18,2,603109,神驰机电,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,36.12,29.32,-18.83%,+2.80%,第0天,2025-10-09,45,-,2025-08-20,2025-08-22,-,"('neg2pct', 'neg4pct')"
2025-08-18,3,600188,兖矿能源,95.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,12.75,13.65,+7.06%,+8.63%,第38天,2025-10-09,45,-,2025-09-04,-,-,-
2025-08-18,4,688237,超卓航科,94.5%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,33.19,55.85,+68.27%,+80.78%,第31天,2025-10-09,45,2025-08-27,2025-08-19,-,第9天,"('neg2pct', '10pct')"
2025-08-18,5,600231,凌钢股份,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,2.08,2.15,+3.37%,+8.17%,第31天,2025-10-09,45,-,2025-08-28,2025-09-03,-,"('neg2pct', 'neg4pct')"
2025-08-18,6,601699,潞安环能,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,13.7,14.58,+6.42%,+12.55%,第35天,2025-10-09,45,2025-09-19,2025-08-19,2025-08-27,第32天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-18,7,000547,航天发展,94.1%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,8.66,7.8,-9.93%,+4.85%,第7天,2025-10-09,45,-,2025-08-28,2025-09-03,-,"('neg2pct', 'neg4pct')"
2025-08-18,8,002012,凯恩股份,94.1%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,6.08,5.42,-10.86%,+4.44%,第3天,2025-10-09,45,-,2025-08-22,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-18,9,300696,爱乐达,94.0%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,29.73,25.96,-12.68%,+2.83%,第3天,2025-10-09,45,-,2025-08-19,2025-08-20,-,"('neg2pct', 'neg4pct')"
2025-08-18,10,300056,中创环保,93.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,14.74,11.93,-19.06%,+13.64%,第9天,2025-10-09,45,2025-08-27,2025-08-25,2025-09-03,第9天,"('neg2pct', '10pct', 'neg4pct')"
2025-08-19,1,603109,神驰机电,97.2%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,36.08,29.32,-18.74%,+2.47%,第0天,2025-10-09,45,-,2025-08-20,2025-08-22,-,"('neg2pct', 'neg4pct')"
2025-08-19,2,002012,凯恩股份,95.4%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,6.08,5.42,-10.86%,+4.44%,第2天,2025-10-09,45,-,2025-08-22,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-19,3,600676,交运股份,95.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,5.87,6.39,+8.86%,+17.38%,第51天,2025-10-09,45,2025-10-09,2025-08-28,2025-09-05,第51天,"('neg2pct', 'neg4pct', '10pct')"
2025-08-19,4,000547,航天发展,94.9%,case_011 (航天发展),航天军工+量能异动+趋势突破,2025-11-12,主板,匹配case_011: 航天发展 - 航天军工+量能异动+趋势突破,8.6,7.8,-9.30%,+5.58%,第6天,2025-10-09,45,-,2025-08-28,2025-09-03,-,"('neg2pct', 'neg4pct')"
2025-08-19,5,600348,华阳股份,94.7%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,7.27,7.67,+5.50%,+9.90%,第36天,2025-10-09,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-19,6,688026,洁特生物,94.7%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,19.87,19.48,-1.96%,+3.77%,第0天,2025-10-09,45,-,2025-08-22,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-19,7,003043,华亚智能,94.4%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,44.89,52.1,+16.06%,+28.47%,第31天,2025-10-09,45,2025-08-27,-,-,第8天,-
2025-08-19,8,300789,唐源电气,94.2%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,31.0,28.54,-7.94%,+6.06%,第34天,2025-10-09,45,-,2025-08-19,2025-08-26,-,"('neg2pct', 'neg4pct')"
2025-08-19,9,605389,长龄液压,94.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,43.23,67.42,+55.96%,+55.96%,第51天,2025-10-09,45,2025-08-22,2025-09-04,-,第3天,"('10pct', 'neg2pct')"
2025-08-19,10,600129,太极集团,94.0%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,23.35,21.92,-6.12%,+3.04%,第0天,2025-10-09,45,-,2025-08-27,2025-08-28,-,"('neg2pct', 'neg4pct')"
2025-08-20,1,603109,神驰机电,96.8%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,35.96,29.32,-18.46%,+1.42%,第0天,2025-10-09,45,-,2025-08-20,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-20,2,688026,洁特生物,96.1%,case_002 (宁波韵升),回落短期趋势线+量能平稳+J值中位,2025-08-06,主板,匹配case_002: 宁波韵升 - 回落短期趋势线+量能平稳+J值中位,19.95,19.48,-2.36%,+1.20%,第12天,2025-10-09,45,-,2025-08-22,2025-08-27,-,"('neg2pct', 'neg4pct')"
2025-08-20,3,000547,航天发展,95.3%,case_008 (光电股份),缩量后放量+J值低位+趋势上行,2025-07-10,主板,匹配case_008: 光电股份 - 缩量后放量+J值低位+趋势上行,8.64,7.8,-9.72%,+5.09%,第5天,2025-10-09,45,-,2025-08-28,2025-09-03,-,"('neg2pct', 'neg4pct')"
2025-08-20,4,605189,富春染织,95.1%,case_004 (方正科技),靠近多空线+量能平稳+J值中位,2025-07-23,主板,匹配case_004: 方正科技 - 靠近多空线+量能平稳+J值中位,16.24,16.29,+0.31%,+4.37%,第37天,2025-10-09,45,-,2025-08-21,2025-08-22,-,"('neg2pct', 'neg4pct')"
